小区名称,销售情况,区划,区域,周边地铁,建筑材质,建造年份,房价,在售房数,成交数量,正在出租,Cluster
清和园,"['共482个户型', '30天成交1套', '25套正在出租']",大兴,旧宫,,11,1995-2001年,35778.0,,482,25,5
椿蓉园,"['30天成交2套', '5套正在出租']",大兴,大兴机场空港,,11,1996-2012年,18175.0,,30,5,5
万和斐丽,"['30天成交0套', '14套正在出租']",大兴,瀛海,近地铁8号线瀛海站,11,2020年,,,30,14,0
金色漫香林六期,"['30天成交1套', '7套正在出租']",大兴,亦庄,,0,2015-2018年,23720.0,,30,7,5
翡翠城二期,"['30天成交0套', '5套正在出租']",大兴,高米店,近地铁4号线大兴线高米店北站,11,2001-2005年,55673.0,,30,5,2
华润公元九里,"['30天成交0套', '8套正在出租']",大兴,高米店,近地铁4号线大兴线高米店南站,12,2012-2016年,60578.0,,30,8,2
三槐家园,"['30天成交0套', '4套正在出租']",大兴,瀛海,近地铁8号线瀛海站,12,2011年,39241.0,,30,4,5
天宫院小区,"['30天成交0套', '21套正在出租']",大兴,天宫院,近地铁4号线大兴线生物医药基地站,11,2012年,33583.0,,30,21,5
远洋天著三期,"['30天成交0套', '4套正在出租']",大兴,亦庄,,11,2008-2017年,59863.0,,30,4,2
云立方,"['共368个户型', '30天成交1套', '20套正在出租']",大兴,天宫院,近地铁4号线大兴线生物医药基地站,6,2014年,45242.0,,368,20,2
彩虹新城,"['30天成交1套', '49套正在出租']",大兴,枣园,近地铁4号线大兴线枣园站,12,2007-2009年,46078.0,,30,49,2
首座御园一区二期,"['30天成交0套', '29套正在出租']",大兴,枣园,,3,2015年,32474.0,,30,29,5
康庄路50号院,"['共210个户型', '30天成交0套', '10套正在出租']",大兴,枣园,,11,2008-2012年,37572.0,,210,10,5
清源西里,"['30天成交0套', '41套正在出租']",大兴,枣园,近地铁4号线大兴线清源路站,6,1989-2019年,38310.0,,30,41,5
北京城建宽院国誉府,"['30天成交0套', '2套正在出租']",大兴,大兴新机场洋房别墅区,,11,2021年,,,30,2,0
中冶德贤公馆公寓,"['30天成交0套', '5套正在出租']",大兴,旧宫,,4,2016年,30505.0,,30,5,5
敬贤家园南里D区,"['30天成交0套', '0套正在出租']",大兴,天宫院南,,10,未知,,,30,0,0
熙悦宸著,"['30天成交0套', '4套正在出租']",大兴,西红门,,12,2021-2023年,,,30,4,0
雅善园,"['30天成交1套', '7套正在出租']",大兴,大兴其它,,11,2019-2021年,21347.0,,30,7,5
颐璟万和,"['30天成交0套', '6套正在出租']",大兴,黄村火车站,近地铁4号线大兴线义和庄站,5,2020-2021年,,,30,6,0
航城壹号,"['30天成交0套', '1套正在出租']",大兴,大兴新机场,,12,2021年,,,30,1,0
首创·悦空间,"['30天成交0套', '1套正在出租']",大兴,南中轴机场商务区,,2,2016年,19843.0,,30,1,5
首创·美澜湾D区,"['30天成交0套', '0套正在出租']",大兴,大兴其它,近地铁大兴机场线大兴新城站,11,2018-2019年,38477.0,,30,0,5
首创·美澜湾E区,"['30天成交0套', '0套正在出租']",大兴,大兴其它,近地铁大兴机场线大兴新城站,12,2000-2020年,37205.0,,30,0,5
首创·美澜湾F区,"['30天成交1套', '0套正在出租']",大兴,大兴其它,近地铁大兴机场线大兴新城站,12,2017-2019年,36148.0,,30,0,5
富力丹麦小镇C区,"['30天成交0套', '1套正在出租']",大兴,大兴新机场,,11,2010-2017年,34803.0,,30,1,5
富力华庭苑东区,"['30天成交0套', '9套正在出租']",大兴,大兴新机场,,5,2014-2015年,28648.0,,30,9,5
龙熙顺景丁区,"['30天成交1套', '1套正在出租']",大兴,大兴新机场,,6,2004-2007年,20714.0,,30,1,5
龙熙顺景丙区,"['30天成交0套', '3套正在出租']",大兴,大兴新机场,,11,2006-2014年,34173.0,,30,3,5
龙熙顺景甲区,"['30天成交0套', '1套正在出租']",大兴,大兴新机场,,11,2003-2015年,28060.0,,30,1,5
中海寰宇时代,"['30天成交0套', '31套正在出租']",大兴,瀛海,近地铁8号线瀛海站,12,2021-2022年,,,30,31,0
颂善园,"['30天成交1套', '20套正在出租']",大兴,大兴其它,,11,2015-2021年,21656.0,,30,20,5
兴创国际中心,"['30天成交0套', '0套正在出租']",大兴,西红门,近地铁4号线大兴线西红门站,2,2017-2018年,,,30,0,0
居善园,"['30天成交1套', '20套正在出租']",大兴,大兴其它,,11,2020年,22666.0,,30,20,5
文化都汇,"['30天成交0套', '0套正在出租']",大兴,大兴其它,,2,2016-2017年,,,30,0,0
兴瀛嘉苑,"['30天成交0套', '0套正在出租']",大兴,瀛海,,11,2009-2019年,,,30,0,0
佟馨家园A区,"['30天成交1套', '15套正在出租']",大兴,义和庄,,12,2012-2018年,33039.0,,30,15,5
佟馨家园C区,"['30天成交0套', '1套正在出租']",大兴,义和庄,,11,2014-2018年,33812.0,,30,1,5
佟馨家园B区,"['30天成交0套', '9套正在出租']",大兴,义和庄,,11,2014-2018年,33527.0,,30,9,5
滨河东里南区,"['30天成交1套', '7套正在出租']",大兴,枣园,,11,1984-2000年,30956.0,,30,7,5
中海云熙,"['30天成交0套', '15套正在出租']",大兴,大兴其它,,11,2020-2021年,,,30,15,0
融创公园壹号,"['30天成交0套', '6套正在出租']",大兴,南中轴机场商务区,,11,2021年,,,30,6,0
宏盛西区,"['共73个户型', '30天成交1套', '2套正在出租']",大兴,西红门,近地铁4号线大兴线西红门站,11,2004-2005年,40553.0,,73,2,2
中海京叁號院,"['30天成交0套', '7套正在出租']",大兴,亦庄开发区其它,,11,2022-2023年,102396.0,,30,7,1
天堂河南区,"['30天成交0套', '1套正在出租']",大兴,天宫院,近地铁4号线大兴线天宫院站,11,1980-2004年,27583.0,,30,1,5
金惠园三里,"['30天成交1套', '7套正在出租']",大兴,高米店,近地铁4号线大兴线高米店北站,12,1998-2007年,46416.0,,30,7,2
枣园东里,"['30天成交1套', '25套正在出租']",大兴,枣园,近地铁4号线大兴线枣园站,11,1995-2006年,36365.0,,30,25,5
明发雅苑,"['共283个户型', '30天成交0套', '9套正在出租']",大兴,天宫院,近地铁4号线大兴线生物医药基地站,11,2015-2017年,37164.0,,283,9,5
清和园,"['共482个户型', '30天成交1套', '25套正在出租']",大兴,旧宫,,11,1995-2001年,35778.0,,482,25,5
椿蓉园,"['30天成交2套', '5套正在出租']",大兴,大兴机场空港,,11,1996-2012年,18175.0,,30,5,5
瀛海家园融园D区,"['30天成交0套', '6套正在出租']",大兴,瀛海,近地铁8号线瀛海站,11,2012-2016年,37496.0,,30,6,5
原生墅,"['30天成交0套', '9套正在出租']",大兴,高米店,近地铁4号线大兴线枣园站,11,2001-2009年,52845.0,,30,9,2
团河苑,"['30天成交2套', '5套正在出租']",大兴,枣园,近地铁大兴机场线大兴新城站,5,1981-2005年,30298.0,,30,5,5
保利春天里,"['30天成交8套', '74套正在出租']",大兴,天宫院,近地铁4号线大兴线天宫院站,11,2012-2016年,41543.0,,30,74,2
长丰园二区,"['共211个户型', '30天成交0套', '10套正在出租']",大兴,科技园区,,11,2002年,33922.0,,211,10,5
南海家园三里,"['30天成交0套', '11套正在出租']",大兴,亦庄开发区其它,,11,2011-2014年,53450.0,,30,11,2
御园B区,"['30天成交0套', '5套正在出租']",大兴,大兴新机场,,11,2007-2014年,23796.0,,30,5,5
榆垡新城嘉园A区,"['30天成交0套', '7套正在出租']",大兴,大兴机场空港,,11,2007-2020年,20208.0,,30,7,5
兴海园,"['30天成交1套', '19套正在出租']",大兴,瀛海,近地铁8号线瀛海站,11,1995-2004年,35029.0,,30,19,5
龙湖时代天街,"['共851个户型', '30天成交4套', '47套正在出租']",大兴,天宫院,近地铁4号线大兴线生物医药基地站,8,2014-2015年,38369.0,,851,47,5
清澄名苑南区,"['30天成交0套', '19套正在出租']",大兴,黄村中,近地铁4号线大兴线黄村西大街站,11,2002-2004年,49660.0,,30,19,2
长丰园一区,"['共408个户型', '30天成交0套', '20套正在出租']",大兴,科技园区,,11,1996-2005年,29177.0,,408,20,5
南海家园五里,"['30天成交1套', '24套正在出租']",大兴,亦庄开发区其它,,11,2012-2013年,53679.0,,30,24,2
滨河西里北区,"['30天成交0套', '22套正在出租']",大兴,枣园,近地铁4号线大兴线枣园站,11,1990-2001年,33819.0,,30,22,5
万科金域东郡,"['30天成交2套', '29套正在出租']",大兴,亦庄开发区其它,,12,2012-2018年,75929.0,,30,29,4
枣园小区,"['30天成交5套', '34套正在出租']",大兴,枣园,近地铁4号线大兴线枣园站,11,1991-2005年,36201.0,,30,34,5
金惠园三里南区,"['30天成交0套', '10套正在出租']",大兴,高米店,近地铁4号线大兴线高米店北站,12,1997-2011年,41559.0,,30,10,2
鹿海园三里,"['共169个户型', '30天成交0套', '10套正在出租']",大兴,亦庄开发区其它,,11,2000-2005年,53305.0,,169,10,2
车站北里,"['共749个户型', '30天成交1套', '50套正在出租']",大兴,黄村火车站,近地铁4号线大兴线黄村火车站站,12,1975-2002年,34305.0,,749,50,5
长丰园三区,"['共308个户型', '30天成交1套', '16套正在出租']",大兴,科技园区,,11,2003-2013年,33877.0,,308,16,5
鸿坤理想城礼域府,"['30天成交1套', '50套正在出租']",大兴,西红门,,12,2010-2016年,56079.0,,30,50,2
福苑小区,"['30天成交4套', '20套正在出租']",大兴,大兴其它,,12,1987-2000年,29972.0,,30,20,5
佳和园新区,"['30天成交1套', '2套正在出租']",大兴,旧宫,,12,2000-2003年,34735.0,,30,2,5
清逸西园,"['30天成交2套', '12套正在出租']",大兴,旧宫,,11,1995-2008年,37834.0,,30,12,5
鸿坤理想城大满贯,"['30天成交0套', '24套正在出租']",大兴,西红门,,5,2010-2012年,40879.0,,30,24,2
红木林北区,"['共324个户型', '30天成交0套', '4套正在出租']",大兴,枣园,近地铁4号线大兴线枣园站,12,2013-2016年,61666.0,,324,4,2
万源北路7号院,"['30天成交3套', '7套正在出租']",大兴,万源,近地铁8号线火箭万源站,0,2013年,39758.0,,30,7,5
枣园北里,"['30天成交0套', '11套正在出租']",大兴,枣园,近地铁4号线大兴线枣园站,11,1994-2004年,34743.0,,30,11,5
兴政东里,"['30天成交1套', '19套正在出租']",大兴,黄村中,近地铁4号线大兴线黄村西大街站,6,1987-2000年,30927.0,,30,19,5
联港嘉园A区,"['30天成交0套', '4套正在出租']",大兴,义和庄,,5,2000-2016年,29273.0,,30,4,5
亦庄北岸,"['共744个户型', '30天成交1套', '43套正在出租']",大兴,旧宫,近地铁亦庄线旧宫站,6,2004-2008年,48016.0,,744,43,2
黄村西里,"['30天成交2套', '56套正在出租']",大兴,黄村中,近地铁4号线大兴线黄村西大街站,5,1976-1997年,34835.0,,30,56,5
郁花园一里,"['30天成交3套', '36套正在出租']",大兴,高米店,近地铁4号线大兴线高米店北站,11,1996-2002年,41351.0,,30,36,2
菊源里,"['30天成交0套', '1套正在出租']",大兴,旧宫,近地铁8号线五福堂站,11,2000-2002年,43562.0,,30,1,2
龙熙旭辉6號院,"['30天成交1套', '16套正在出租']",大兴,大兴新机场,,11,2012-2019年,22280.0,,30,16,5
榆垡新城嘉园C区,"['30天成交0套', '4套正在出租']",大兴,大兴机场空港,,12,2012-2016年,20366.0,,30,4,5
榆垡新城嘉园D区,"['30天成交0套', '8套正在出租']",大兴,大兴机场空港,,11,2012-2020年,20916.0,,30,8,5
金色漫香郡北区,"['30天成交2套', '32套正在出租']",大兴,南中轴机场商务区,,11,2010-2015年,30374.0,,30,32,5
首地浣溪谷,"['30天成交1套', '14套正在出租']",大兴,南中轴机场商务区,,12,2013-2015年,28548.0,,30,14,5
林校北里,"['30天成交0套', '34套正在出租']",大兴,黄村火车站,近地铁4号线大兴线黄村火车站站,11,1976-2002年,33980.0,,30,34,5
枣园尚城北区,"['30天成交1套', '23套正在出租']",大兴,枣园,近地铁4号线大兴线枣园站,11,2009-2012年,41740.0,,30,23,2
熙兆大厦,"['30天成交0套', '25套正在出租']",大兴,天宫院,近地铁4号线大兴线天宫院站,8,2012-2015年,18459.0,,30,25,5
康庄路52号院,"['30天成交0套', '11套正在出租']",大兴,枣园,,12,2010年,33552.0,,30,11,5
珺悦国际,"['共371个户型', '30天成交0套', '41套正在出租']",大兴,天宫院,近地铁4号线大兴线生物医药基地站,3,2014-2015年,19025.0,,371,41,5
星瑞家园,"['30天成交0套', '2套正在出租']",大兴,黄村中,近地铁4号线大兴线黄村西大街站,5,1996-2001年,38264.0,,30,2,5
灵秀山庄,"['30天成交2套', '24套正在出租']",大兴,旧宫,近地铁亦庄线旧宫站,11,2002-2003年,43959.0,,30,24,2
车站中里,"['共504个户型', '30天成交0套', '22套正在出租']",大兴,黄村火车站,近地铁4号线大兴线黄村火车站站,5,1988-2001年,32810.0,,504,22,5
阳光乐府,"['共167个户型', '30天成交0套', '13套正在出租']",大兴,黄村中,近地铁4号线大兴线黄村西大街站,11,2008-2009年,38890.0,,167,13,5
三合南里,"['共635个户型', '30天成交0套', '37套正在出租']",大兴,黄村中,近地铁4号线大兴线黄村西大街站,5,1994-2000年,34263.0,,635,37,5
新兴家园,"['30天成交1套', '23套正在出租']",大兴,南中轴机场商务区,,11,1994-2014年,24949.0,,30,23,5
双河南里,"['30天成交0套', '11套正在出租']",大兴,观音寺,,12,1992-2005年,29942.0,,30,11,5
兴丰家园,"['30天成交2套', '6套正在出租']",大兴,黄村中,,0,2003年,36658.0,,30,6,5
富强西里,"['共524个户型', '30天成交0套', '34套正在出租']",大兴,黄村中,近地铁4号线大兴线黄村西大街站,11,1980-2001年,33730.0,,524,34,5
车站中里,"['共504个户型', '30天成交0套', '22套正在出租']",大兴,黄村火车站,近地铁4号线大兴线黄村火车站站,5,1988-2001年,32810.0,,504,22,5
双河南里,"['30天成交0套', '11套正在出租']",大兴,观音寺,,12,1992-2005年,29942.0,,30,11,5
三合北巷,"['30天成交0套', '14套正在出租']",大兴,黄村中,近地铁4号线大兴线黄村西大街站,12,2012-2018年,37035.0,,30,14,5
清源西里,"['30天成交0套', '41套正在出租']",大兴,枣园,近地铁4号线大兴线清源路站,6,1989-2019年,38310.0,,30,41,5
翰林庭院,"['30天成交0套', '17套正在出租']",大兴,黄村火车站,近地铁4号线大兴线黄村火车站站,12,2007-2008年,42384.0,,30,17,2
独墅逸致,"['30天成交0套', '3套正在出租']",大兴,大兴新机场,,12,2000-2015年,44224.0,,30,3,2
清澄名苑北区,"['30天成交0套', '51套正在出租']",大兴,黄村中,近地铁4号线大兴线清源路站,5,2003-2006年,38699.0,,30,51,5
富强西里,"['共524个户型', '30天成交0套', '34套正在出租']",大兴,黄村中,近地铁4号线大兴线黄村西大街站,11,1980-2001年,33730.0,,524,34,5
兴丰家园,"['30天成交2套', '6套正在出租']",大兴,黄村中,,0,2003年,36658.0,,30,6,5
榆垡新城嘉园B区,"['30天成交1套', '7套正在出租']",大兴,大兴机场空港,,11,2012-2014年,20081.0,,30,7,5
新里西斯莱公馆,"['30天成交2套', '54套正在出租']",大兴,高米店,近地铁4号线大兴线高米店南站,6,2010-2013年,53731.0,,30,54,2
保利茉莉公馆,"['30天成交5套', '54套正在出租']",大兴,高米店,近地铁4号线大兴线高米店北站,12,2010-2013年,58352.0,,30,54,2
滨河西里南区,"['30天成交3套', '33套正在出租']",大兴,枣园,近地铁4号线大兴线枣园站,5,1991-2013年,34470.0,,30,33,5
龙熙顺景乙区,"['30天成交0套', '6套正在出租']",大兴,大兴新机场,,11,2003-2015年,35668.0,,30,6,5
红星养鸡场宿舍楼,"['30天成交0套', '1套正在出租']",大兴,大兴其它,近地铁8号线五福堂站,11,1976-1993年,32521.0,,30,1,5
盛嘉华苑,"['30天成交2套', '8套正在出租']",大兴,枣园,,12,2012年,33173.0,,30,8,5
华远和墅,"['30天成交1套', '35套正在出租']",大兴,南中轴机场商务区,,11,2012-2020年,22570.0,,30,35,5
清欣园,"['30天成交0套', '7套正在出租']",大兴,旧宫,,12,1993-2003年,35779.0,,30,7,5
美宅湾,"['30天成交0套', '1套正在出租']",大兴,万源,近地铁8号线火箭万源站,5,2006年,36988.0,,30,1,5
鸿坤理想城五期,"['30天成交0套', '5套正在出租']",大兴,西红门,,6,2010-2016年,39735.0,,30,5,5
东亚五环国际,"['30天成交0套', '22套正在出租']",大兴,旧宫,,5,2014年,20825.0,,30,22,5
首开康乃馨城,"['共963个户型', '30天成交1套', '16套正在出租']",大兴,枣园,,12,2012-2013年,34050.0,,963,16,5
德茂小区,"['30天成交0套', '9套正在出租']",大兴,瀛海,近地铁8号线德茂站,5,1985-2002年,35767.0,,30,9,5
富强东里,"['30天成交3套', '37套正在出租']",大兴,黄村中,近地铁4号线大兴线清源路站,6,1978-2001年,31953.0,,30,37,5
保利首开熙悦春天,"['30天成交0套', '40套正在出租']",大兴,天宫院,近地铁4号线大兴线天宫院站,13,2013-2018年,38879.0,,30,40,5
顺驰领海,"['30天成交2套', '43套正在出租']",大兴,高米店,近地铁4号线大兴线高米店北站,11,2005-2012年,48349.0,,30,43,2
育新花园北里,"['30天成交0套', '21套正在出租']",大兴,大兴新机场洋房别墅区,,11,2010-2015年,19549.0,,30,21,5
当代采育满庭春MOMA,"['30天成交4套', '30套正在出租']",大兴,大兴新机场洋房别墅区,,11,2014-2017年,16782.0,,30,30,5
观音寺北里,"['共242个户型', '30天成交0套', '5套正在出租']",大兴,观音寺,,11,1996-1999年,29417.0,,242,5,5
南海家园一里,"['30天成交0套', '19套正在出租']",大兴,亦庄开发区其它,,11,2011-2014年,50366.0,,30,19,2
御园C区,"['30天成交0套', '4套正在出租']",大兴,大兴新机场,,11,2012-2014年,25455.0,,30,4,5
宏福园,"['共346个户型', '30天成交1套', '5套正在出租']",大兴,西红门,,6,1995-1999年,37236.0,,346,5,5
金融街融汇,"['30天成交3套', '40套正在出租']",大兴,天宫院,近地铁4号线大兴线天宫院站,7,2014年,40467.0,,30,40,2
世嘉博苑,"['30天成交0套', '19套正在出租']",大兴,西红门,近地铁4号线大兴线西红门站,6,2009年,56416.0,,30,19,2
卡尔生活馆,"['30天成交0套', '15套正在出租']",亦庄开发区,亦庄,,11,2003-2011年,51505.0,,30,15,2
金泰公寓,"['30天成交0套', '1套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,12,2002年,43686.0,,30,1,2
莱茵河畔,"['30天成交0套', '4套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,11,2002-2003年,53272.0,,30,4,2
老管委会宿舍,"['30天成交0套', '4套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄文化园站,12,1995-1999年,53140.0,,30,4,2
泰河园三里,"['共195个户型', '30天成交0套', '4套正在出租']",亦庄开发区,亦庄开发区其它,,11,2003-2012年,52272.0,,195,4,2
梅园小区,"['30天成交0套', '4套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄文化园站,11,1995-1999年,52453.0,,30,4,2
米兰天空,"['30天成交0套', '7套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,11,2002年,54970.0,,30,7,2
鹿鸣苑,"['30天成交0套', '7套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,5,1999-2001年,58555.0,,30,7,2
浉城百丽,"['30天成交0套', '9套正在出租']",亦庄开发区,亦庄,,11,2002-2007年,58403.0,,30,9,2
秋盛居,"['30天成交0套', '4套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,11,1997-2001年,54642.0,,30,4,2
定海园一里,"['30天成交0套', '3套正在出租']",亦庄开发区,通州其它,,11,1999-2019年,41605.0,,30,3,2
贵园北里戊区,"['共130个户型', '30天成交1套', '11套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,11,1995-2000年,55748.0,,130,11,2
贵园北里甲区,"['30天成交0套', '11套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,11,1995-1999年,49509.0,,30,11,2
国融国际,"['30天成交3套', '56套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,2,1999-2008年,41750.0,,30,56,2
贵园南里丙区,"['共316个户型', '30天成交0套', '34套正在出租']",亦庄开发区,亦庄,,11,2001-2002年,54809.0,,316,34,2
贵园南里乙区,"['30天成交0套', '9套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,13,1995-2000年,51466.0,,30,9,2
贵园东里,"['共156个户型', '30天成交0套', '17套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,11,1996-2000年,50299.0,,156,17,2
广德苑,"['30天成交0套', '11套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,11,2003年,60521.0,,30,11,2
贵园南里丁区,"['30天成交0套', '1套正在出租']",亦庄开发区,亦庄,,11,2001-2002年,46439.0,,30,1,2
定海园二里,"['30天成交2套', '5套正在出租']",亦庄开发区,通州其它,,12,2008-2010年,42231.0,,30,5,2
长新花园,"['30天成交0套', '1套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,5,1994-1996年,42747.0,,30,1,2
新干部楼,"['30天成交0套', '1套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,11,2002-2003年,58321.0,,30,1,2
星岛假日,"['共168个户型', '30天成交0套', '11套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,12,2001-2006年,57497.0,,168,11,2
星岛嘉园,"['30天成交0套', '9套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,11,2001年,52670.0,,30,9,2
百合园,"['30天成交0套', '1套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄文化园站,11,2000-2003年,62062.0,,30,1,2
博客雅居,"['30天成交0套', '18套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,2,2008年,46157.0,,30,18,2
泰河园七里,"['共120个户型', '30天成交1套', '8套正在出租']",亦庄开发区,亦庄开发区其它,,11,2004-2011年,52307.0,,120,8,2
泰河园一里一区,"['共226个户型', '30天成交0套', '5套正在出租']",亦庄开发区,亦庄开发区其它,,12,2008-2011年,54172.0,,226,5,2
力宝广场,"['30天成交2套', '25套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,6,2011-2014年,26136.0,,30,25,5
君安国际,"['共100个户型', '30天成交0套', '23套正在出租']",亦庄开发区,亦庄,近地铁亦庄线荣京东街站,2,2009-2013年,28961.0,,100,23,5
紫禁壹号院南院,"['30天成交0套', '2套正在出租']",亦庄开发区,亦庄开发区其它,,14,2015-2018年,116547.0,,30,2,1
北京经开芯中心,"['30天成交0套', '17套正在出租']",亦庄开发区,亦庄,,3,2013年,19458.0,,30,17,5
一幅画卷,"['共105个户型', '30天成交0套', '3套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄文化园站,11,2003-2004年,56201.0,,105,3,2
瀛海庄园,"['30天成交0套', '6套正在出租']",亦庄开发区,亦庄开发区其它,,11,1998-2006年,47507.0,,30,6,2
瀛景园,"['30天成交0套', '15套正在出租']",亦庄开发区,亦庄,,11,2002-2004年,56452.0,,30,15,2
中冀大厦,"['30天成交0套', '6套正在出租']",亦庄开发区,亦庄,,2,2002-2008年,18515.0,,30,6,5
一品亦庄,"['30天成交0套', '16套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,11,2000-2007年,55669.0,,30,16,2
莱茵河畔,"['30天成交0套', '4套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,11,2002-2003年,53272.0,,30,4,2
泰河园七里,"['共120个户型', '30天成交1套', '8套正在出租']",亦庄开发区,亦庄开发区其它,,11,2004-2011年,52307.0,,120,8,2
泰河园一里一区,"['共226个户型', '30天成交0套', '5套正在出租']",亦庄开发区,亦庄开发区其它,,12,2008-2011年,54172.0,,226,5,2
中芯花园,"['30天成交0套', '4套正在出租']",亦庄开发区,亦庄开发区其它,,11,2003-2006年,51622.0,,30,4,2
中央公馆,"['30天成交0套', '4套正在出租']",亦庄开发区,亦庄,,5,2008年,38390.0,,30,4,5
次渠南里十一区,"['30天成交0套', '2套正在出租']",亦庄开发区,通州其它,近地铁亦庄线次渠南站,12,2012年,32262.0,,30,2,5
亦园,"['30天成交0套', '7套正在出租']",亦庄开发区,亦庄开发区其它,,11,2015年,70580.0,,30,7,4
林肯公园C区,"['30天成交0套', '12套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄文化园站,5,2010-2014年,33973.0,,30,12,5
中国杂技团家属楼,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄,近地铁亦庄线同济南路站,11,1999-2000年,26348.0,,30,0,5
中海北京世家,"['30天成交0套', '0套正在出租']",亦庄开发区,亦庄开发区其它,,11,2016-2019年,73990.0,,30,0,4
棠颂璟庐,"['共32个户型', '30天成交0套', '0套正在出租']",亦庄开发区,亦庄开发区其它,,12,2018-2020年,75795.0,,32,0,4
棠颂别墅,"['共26个户型', '30天成交0套', '0套正在出租']",亦庄开发区,亦庄开发区其它,,11,2016-2018年,70844.0,,26,0,4
棠颂雅苑,"['30天成交0套', '12套正在出租']",亦庄开发区,亦庄开发区其它,,3,2015-2018年,39649.0,,30,12,5
紫禁壹号院北院,"['30天成交0套', '4套正在出租']",亦庄开发区,亦庄开发区其它,,6,2013-2016年,85130.0,,30,4,4
南海雅苑南区,"['30天成交2套', '25套正在出租']",亦庄开发区,亦庄开发区其它,,3,2015年,36303.0,,30,25,5
次渠南里七区,"['30天成交0套', '1套正在出租']",亦庄开发区,通州其它,近地铁亦庄线次渠南站,12,2010-2012年,31684.0,,30,1,5
北京经开尚庭,"['30天成交0套', '8套正在出租']",亦庄开发区,亦庄,,2,2011-2012年,35537.0,,30,8,5
次渠南里八区,"['30天成交1套', '0套正在出租']",亦庄开发区,通州其它,近地铁亦庄线次渠南站,10,未知,31467.0,,30,0,5
国锐金嵿,"['30天成交0套', '40套正在出租']",亦庄开发区,亦庄,近地铁亦庄线荣京东街站,6,2014-2018年,41485.0,,30,40,2
东晶国际,"['30天成交1套', '20套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄文化园站,12,2002-2004年,56598.0,,30,20,2
郁金香舍,"['30天成交0套', '25套正在出租']",亦庄开发区,亦庄,近地铁亦庄线荣京东街站,14,2003-2005年,65370.0,,30,25,4
贵园南里甲区,"['30天成交0套', '12套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,11,1995-2000年,52141.0,,30,12,2
定海园三里,"['30天成交0套', '1套正在出租']",亦庄开发区,通州其它,,11,2008-2010年,42524.0,,30,1,2
林肯公寓,"['30天成交0套', '28套正在出租']",亦庄开发区,亦庄,近地铁亦庄线万源街站,2,2009-2010年,44994.0,,30,28,2
定海园三里,"['30天成交0套', '1套正在出租']",亦庄开发区,通州其它,,11,2008-2010年,42524.0,,30,1,2
听涛雅苑,"['共307个户型', '30天成交0套', '23套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄文化园站,12,2000-2002年,61714.0,,307,23,2
中信悦海苑,"['30天成交0套', '15套正在出租']",亦庄开发区,亦庄开发区其它,,12,2011-2013年,45806.0,,30,15,2
贵园南里甲区,"['30天成交0套', '12套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄桥站,11,1995-2000年,52141.0,,30,12,2
郁金香舍,"['30天成交0套', '25套正在出租']",亦庄开发区,亦庄,近地铁亦庄线荣京东街站,14,2003-2005年,65370.0,,30,25,4
东晶国际,"['30天成交1套', '20套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄文化园站,12,2002-2004年,56598.0,,30,20,2
国锐金嵿,"['30天成交0套', '40套正在出租']",亦庄开发区,亦庄,近地铁亦庄线荣京东街站,6,2014-2018年,41485.0,,30,40,2
林肯公园,"['共873个户型', '30天成交1套', '135套正在出租']",亦庄开发区,亦庄,近地铁亦庄线亦庄文化园站,5,2007-2012年,47373.0,,873,135,2
